6654	2
1162	1
2062	2
4001	1
6846	2
4604	1
8622	1
53	1
6521	1
3332	3
2951	3
841	3
1243	1
3464	1
868	2
9645	2
4031	2
9220	2
3501	1
7511	1
2727	2
7945	2
1541	1
3678	3
552	1
7329	2
8128	1
6522	2
4419	1
193	2
8719	4
4351	2
4649	2
7236	1
4687	2
3466	2
6479	1
6053	2
5287	4
8505	3
3195	3
21	1
7701	1
2201	2
8654	3
4768	3
1687	1
4632	1
1200	3
7574	3
8283	1
4110	1
4781	2
6604	2
5973	1
1840	2
4143	3
9737	1
2769	2
2427	2
1622	1
5653	2
1720	3
2998	1
6376	5
2217	1
9354	2
4579	3
5368	3
8204	2
1685	2
3814	1
3343	3
6284	2
8790	2
4079	2
6455	1
3362	2
396	1
2395	2
7067	2
8606	1
9382	1
3091	1
5825	3
2351	3
6165	1
8978	1
2851	2
9152	2
6256	3
7330	2
3742	3
7823	1
4193	1
7942	1
4787	2
3854	2
8157	4
869	2
5460	1
4829	3
8707	3
5992	1
1683	2
7707	1
4489	2
7361	3
9652	3
2947	1
3472	1
5022	3
6940	4
8527	2
7040	1
4466	2
8263	3
892	2
9385	2
665	1
753	2
1167	1
7871	3
2286	2
7021	3
7813	3
3490	2
6596	2
6353	2
9650	2
1666	1
7530	3
2523	1
5660	2
162	1
9399	3
3136	2
5303	1
2578	1
7008	1
2122	1
6482	4
988	2
799	3
6605	1
170	2
4887	1
4928	4
3047	4
9966	2
7228	3
8373	2
4273	1
6817	5
4519	4
4720	3
8006	3
8496	2
8339	3
6902	2
4889	2
5356	1
161	1
3578	4
612	1
9396	1
2013	2
7722	1
614	1
7024	3
9809	1
4922	1
7959	3
3211	3
2026	2
1098	2
9578	1
2218	3
5525	1
8049	2
5331	1
5826	2
1433	2
2985	1
2788	2
2214	2
1081	2
8481	3
5370	2
2407	1
9439	2
6526	4
7719	1
5167	1
7822	1
7888	4
7342	1
6659	2
403	2
2686	3
2597	1
8832	1
9811	2
9619	2
165	2
7981	1
5774	2
9651	1
3879	2
6872	2
3094	2
9495	1
6166	3
793	2
2458	3
9364	2
6548	1
2717	1
4946	3
5072	2
1603	2
4947	2
9786	2
5632	3
6497	1
