2582	1
5617	3
2572	2
8324	3
3768	1
683	4
6352	3
1296	1
2131	1
6296	1
6267	1
4739	1
8369	2
2603	3
4260	1
9291	3
5123	3
2449	1
9079	1
5833	3
2062	2
8392	2
1007	4
7463	2
2301	1
1807	2
9416	1
2431	1
5106	2
714	1
2782	3
7180	4
8333	1
4285	1
6144	2
5449	3
3652	2
8103	2
1778	1
6705	1
6374	2
7122	2
2144	1
1127	2
3271	1
5227	1
9429	1
4024	2
9847	3
8554	1
4681	3
5905	1
8883	2
2217	1
1872	3
1280	3
4835	4
5415	1
3704	2
2503	2
1170	4
1849	4
5363	1
6388	2
8948	2
8200	4
4576	2
9769	1
9282	2
1163	2
6556	2
2789	1
7804	1
985	4
8623	1
1179	2
1522	2
1699	3
1192	1
4651	3
2113	1
9967	2
7638	2
4970	2
3206	2
5692	2
6472	2
6665	5
6376	3
2992	3
2794	1
7470	2
148	1
6828	2
3698	4
6087	3
7497	2
9398	1
8696	4
6657	5
5425	1
827	1
3953	1
6162	2
6007	2
7838	3
912	3
8983	1
3093	1
6327	1
6306	1
6001	2
473	3
980	2
6245	3
5788	2
7711	2
3448	4
5248	3
4697	1
650	1
6480	1
1671	2
305	1
8270	2
2493	2
5581	1
1592	2
6713	3
9076	2
9756	2
4045	3
4887	1
5678	4
8879	2
5433	2
6316	2
4784	2
3997	2
5344	2
9418	2
1678	1
5547	1
3141	3
1145	1
1205	3
627	5
1584	3
3524	4
4950	4
965	1
5952	2
4676	3
2951	1
1535	2
9184	2
6214	1
8956	4
8898	1
8263	3
2277	3
1945	1
8440	2
7574	2
2864	5
809	2
1812	1
1622	3
8102	1
1427	2
4536	1
9279	1
1191	3
3260	2
326	2
3507	2
8053	4
1580	1
8331	4
3968	1
962	1
4584	5
1753	2
1826	4
5455	3
4100	1
7808	2
7252	3
9442	2
4224	2
8175	2
6792	2
9325	1
4787	1
8018	2
4866	3
8837	2
3811	2
2991	1
8627	3
8525	1
8167	1
7052	1
9990	2
874	2
4850	3
2542	2
8287	2
3311	2
7006	1
9978	2
6406	1
7736	1
7237	1
2517	2
7790	4
2409	1
5969	2
6559	3
2627	2
1028	2
1356	1
1751	3
5989	3
8306	3
5042	1
9915	4
3281	1
4281	3
8208	3
8335	3
8681	3
4406	2
7024	2
604	2
3450	2
6213	2
8445	3
3015	1
8072	3
6658	1
9520	4
4132	2
1400	3
270	2
6048	1
6800	2
9672	3
1631	1
3517	1
8338	2
9000	2
9578	1
1180	1
5598	1
2896	1
6471	2
4641	2
5051	2
5416	2
6817	2
4373	4
1917	3
4788	2
316	4
1835	1
1793	5
3850	1
788	2
2810	2
5574	3
6638	2
2540	2
6750	3
5056	2
1951	1
6225	2
1380	4
8665	1
7169	2
4614	1
2590	2
772	2
6290	1
2050	3
8239	1
4278	1
3822	1
272	2
4864	1
4548	1
5468	2
9366	1
7175	2
5843	1
6607	2
6183	1
7799	2
2757	1
6203	1
4862	1
3416	2
2767	2
9593	4
437	1
3901	4
2403	1
5782	1
4910	3
2545	1
4292	2
7089	1
6591	3
7822	2
1518	2
9232	3
2688	1
8996	1
2978	3
1771	1
9597	2
4593	1
9324	2
3266	2
996	1
7603	1
7177	2
5956	1
4986	1
8836	1
3405	2
1920	2
2811	1
7814	3
5713	1
7925	1
2088	1
349	3
9097	1
162	2
6177	1
9054	3
3705	1
9217	1
50	1
5266	3
7094	2
5163	3
5689	5
6596	1
3273	1
7170	1
3646	2
8886	1
6009	1
2775	1
9894	1
3111	2
9340	2
6256	2
2243	3
5130	2
560	1
7287	1
819	2
5313	3
9417	2
7435	1
1198	4
987	3
8920	3
107	2
5268	2
8049	2
6621	3
39	2
2926	1
7780	2
2237	2
5642	4
6387	2
9294	1
6904	2
8856	2
8309	2
4886	3
3290	1
5619	4
4491	2
8589	2
744	2
6132	1
2610	2
536	4
8532	1
830	3
977	2
6334	1
8674	1
7757	3
8023	1
8472	2
